price,volume,closing_time
4311.76000000,11.59560000,1757481899999
4314.50000000,7.25740000,1757482199999
4314.36000000,10.66990000,1757482499999
4314.36000000,0.00000000,1757482799999
4318.44000000,4.91480000,1757483099999
4317.24000000,7.43970000,1757483399999
4298.99000000,35.98940000,1757483699999
4308.33000000,7.95590000,1757483999999
4308.00000000,14.76320000,1757484299999
4302.55000000,17.70210000,1757484599999
4300.57000000,8.09170000,1757484899999
4306.80000000,3.82900000,1757485199999
4304.22000000,11.83560000,1757485499999
4309.30000000,1.35500000,1757485799999
4308.01000000,28.76410000,1757486099999
4314.47000000,25.63230000,1757486399999
4314.16000000,7.35240000,1757486699999
4317.50000000,2.10100000,1757486999999
4316.41000000,6.79350000,1757487299999
4314.18000000,11.61700000,1757487599999
4315.21000000,14.82080000,1757487899999
4315.24000000,10.49380000,1757488199999
4319.52000000,0.00260000,1757488499999
4317.38000000,26.73620000,1757488799999
4323.81000000,8.29160000,1757489099999
4331.33000000,8.68670000,1757489399999
4326.38000000,21.13420000,1757489699999
4323.26000000,8.50630000,1757489999999
4325.51000000,5.74590000,1757490299999
4326.77000000,11.16210000,1757490599999
4331.39000000,8.72530000,1757490899999
4330.44000000,16.33910000,1757491199999
4325.98000000,21.28010000,1757491499999
4327.25000000,10.22600000,1757491799999
4332.70000000,3.14180000,1757492099999
4326.80000000,47.03560000,1757492399999
4330.51000000,8.02940000,1757492699999
4329.53000000,3.61980000,1757492999999
4327.27000000,6.13910000,1757493299999
4327.86000000,0.81030000,1757493599999
4329.99000000,26.44120000,1757493899999
4333.15000000,3.62380000,1757494199999
4325.84000000,10.89780000,1757494499999
4332.24000000,9.42350000,1757494799999
4329.59000000,5.27370000,1757495099999
4316.29000000,14.82550000,1757495399999
4318.82000000,11.75290000,1757495699999
4317.79000000,8.39340000,1757495999999
4322.49000000,0.33840000,1757496299999
4322.15000000,4.35830000,1757496599999
4325.39000000,10.55440000,1757496899999
4324.14000000,1.57360000,1757497199999
4322.51000000,6.35150000,1757497499999
4327.41000000,5.48810000,1757497799999
4325.10000000,2.23470000,1757498099999
4324.56000000,1.03880000,1757498399999
4326.71000000,14.11330000,1757498699999
4324.30000000,10.02830000,1757498999999
4326.33000000,4.30010000,1757499299999
4321.68000000,5.82120000,1757499599999
4322.31000000,13.30950000,1757499899999
4328.57000000,1.80680000,1757500199999
4329.71000000,3.45140000,1757500499999
4330.81000000,2.51320000,1757500799999
4328.94000000,9.33390000,1757501099999
4328.12000000,2.55720000,1757501399999
4327.45000000,9.65160000,1757501699999
4326.57000000,12.02110000,1757501999999
4328.04000000,8.18000000,1757502299999
4328.04000000,1.06730000,1757502599999
4331.16000000,9.31020000,1757502899999
4333.10000000,4.62560000,1757503199999
4328.52000000,11.36340000,1757503499999
4328.50000000,4.07760000,1757503799999
4329.01000000,18.94690000,1757504099999
4329.21000000,10.43610000,1757504399999
4324.60000000,20.51750000,1757504699999
4328.51000000,13.54000000,1757504999999
4329.39000000,5.25610000,1757505299999
4331.36000000,2.41180000,1757505599999
4333.34000000,5.74220000,1757505899999
4336.06000000,9.09080000,1757506199999
4334.01000000,11.00210000,1757506499999
4337.36000000,12.30470000,1757506799999
4346.80000000,39.94770000,1757507099999
4345.23000000,5.34060000,1757507399999
4377.51000000,93.60350000,1757507699999
4364.60000000,40.60160000,1757507999999
4377.26000000,37.54930000,1757508299999
4366.19000000,26.55230000,1757508599999
4364.76000000,29.86900000,1757508899999
4370.75000000,9.26270000,1757509199999
4373.54000000,13.84830000,1757509499999
4387.59000000,27.66380000,1757509799999
4384.40000000,20.50160000,1757510099999
4382.38000000,12.39360000,1757510399999
4372.53000000,13.95110000,1757510699999
4371.51000000,7.95320000,1757510999999
4367.49000000,33.67910000,1757511299999
4380.99000000,53.72300000,1757511599999
