price,volume,closing_time
0.22988000,11644.00000000,1757481899999
0.22996000,15213.00000000,1757482199999
0.23026000,22381.00000000,1757482499999
0.23026000,0.00000000,1757482799999
0.23100000,3663.00000000,1757483099999
0.23097000,5648.00000000,1757483399999
0.23011000,57120.00000000,1757483699999
0.23055000,33095.00000000,1757483999999
0.23015000,4766.00000000,1757484299999
0.22980000,14554.00000000,1757484599999
0.22967000,6000.00000000,1757484899999
0.23022000,14677.00000000,1757485199999
0.23026000,2051.00000000,1757485499999
0.23026000,0.00000000,1757485799999
0.23055000,13872.00000000,1757486099999
0.23081000,82687.00000000,1757486399999
0.23144000,42422.00000000,1757486699999
0.23195000,6696.00000000,1757486999999
0.23193000,11359.00000000,1757487299999
0.23144000,10010.00000000,1757487599999
0.23146000,6760.00000000,1757487899999
0.23144000,27178.00000000,1757488199999
0.23161000,43.00000000,1757488499999
0.23172000,19003.00000000,1757488799999
0.23241000,172.00000000,1757489099999
0.23263000,52362.00000000,1757489399999
0.23295000,7010.00000000,1757489699999
0.23259000,26832.00000000,1757489999999
0.23253000,6493.00000000,1757490299999
0.23283000,222.00000000,1757490599999
0.23277000,50191.00000000,1757490899999
0.23259000,35437.00000000,1757491199999
0.23239000,38352.00000000,1757491499999
0.23293000,54960.00000000,1757491799999
0.23324000,27685.00000000,1757492099999
0.23281000,16584.00000000,1757492399999
0.23237000,25746.00000000,1757492699999
0.23272000,2986.00000000,1757492999999
0.23229000,7562.00000000,1757493299999
0.23224000,10692.00000000,1757493599999
0.23223000,11959.00000000,1757493899999
0.23278000,10460.00000000,1757494199999
0.23229000,676.00000000,1757494499999
0.23219000,1123.00000000,1757494799999
0.23196000,13808.00000000,1757495099999
0.23177000,7212.00000000,1757495399999
0.23200000,86.00000000,1757495699999
0.23203000,3080.00000000,1757495999999
0.23306000,221.00000000,1757496299999
0.23319000,11760.00000000,1757496599999
0.23340000,18411.00000000,1757496899999
0.23355000,11732.00000000,1757497199999
0.23309000,37550.00000000,1757497499999
0.23309000,0.00000000,1757497799999
0.23309000,0.00000000,1757498099999
0.23187000,3656.00000000,1757498399999
0.23165000,8594.00000000,1757498699999
0.23129000,7344.00000000,1757498999999
0.23130000,2040.00000000,1757499299999
0.23097000,13408.00000000,1757499599999
0.23097000,6275.00000000,1757499899999
0.23114000,12111.00000000,1757500199999
0.23130000,24776.00000000,1757500499999
0.23141000,2310.00000000,1757500799999
0.23128000,13881.00000000,1757501099999
0.23128000,0.00000000,1757501399999
0.23075000,51022.00000000,1757501699999
0.23061000,6879.00000000,1757501999999
0.23066000,9268.00000000,1757502299999
0.23084000,8255.00000000,1757502599999
0.23125000,5220.00000000,1757502899999
0.23134000,55939.00000000,1757503199999
0.23123000,13521.00000000,1757503499999
0.23119000,8223.00000000,1757503799999
0.23119000,0.00000000,1757504099999
0.23078000,2600.00000000,1757504399999
0.23072000,14173.00000000,1757504699999
0.23099000,3830.00000000,1757504999999
0.23096000,3249.00000000,1757505299999
0.23125000,24622.00000000,1757505599999
0.23097000,33444.00000000,1757505899999
0.23114000,10438.00000000,1757506199999
0.23128000,39657.00000000,1757506499999
0.23166000,32910.00000000,1757506799999
0.23180000,29594.00000000,1757507099999
0.23141000,2103.00000000,1757507399999
0.23352000,322262.00000000,1757507699999
0.23342000,13659.00000000,1757507999999
0.23381000,12805.00000000,1757508299999
0.23378000,8228.00000000,1757508599999
0.23435000,3019.00000000,1757508899999
0.23397000,6036.00000000,1757509199999
0.23370000,18274.00000000,1757509499999
0.23487000,84.00000000,1757509799999
0.23528000,5365.00000000,1757510099999
0.23521000,862.00000000,1757510399999
0.23435000,18165.00000000,1757510699999
0.23450000,27288.00000000,1757510999999
0.23361000,40188.00000000,1757511299999
0.23391000,7974.00000000,1757511599999
0.23474000,126.00000000,1757511899999
0.23648000,8499.00000000,1757512199999
0.23526000,77661.00000000,1757512499999
0.23526000,0.00000000,1757512799999
0.23563000,5866.00000000,1757513099999
0.23621000,9079.00000000,1757513399999
0.23543000,3588.00000000,1757513699999
0.23612000,9639.00000000,1757513999999
0.23563000,4748.00000000,1757514299999
0.23583000,3944.00000000,1757514599999
0.23508000,32367.00000000,1757514899999
0.23503000,37922.00000000,1757515199999
0.23481000,15587.00000000,1757515499999
0.23456000,29216.00000000,1757515799999
0.23469000,7201.00000000,1757516099999
0.23410000,12255.00000000,1757516399999
0.23423000,1807.00000000,1757516699999
0.23454000,504.00000000,1757516999999
0.23511000,139203.00000000,1757517299999
0.23459000,6281.00000000,1757517599999
0.23413000,5644.00000000,1757517899999
0.23413000,0.00000000,1757518199999
0.23335000,14904.00000000,1757518499999
0.23369000,50.00000000,1757518799999
0.23369000,0.00000000,1757519099999
0.23350000,17656.00000000,1757519399999
0.23384000,18066.00000000,1757519699999
0.23352000,15491.00000000,1757519999999
0.23366000,13788.00000000,1757520299999
